seed,step,dataset,muh_fun,method,coverage,width,muh_test,y_test
16,5,blue,ridge,full_ex,1.0,1.12,1.4059495725581406,1.417320695561161
16,5,blue,ridge,full_1fcs,1.0,1.78,1.4059495725581406,1.417320695561161
16,5,blue,ridge,full_mfcs,1.0,1.72,1.4059495725581406,1.417320695561161
17,1,blue,ridge,full_ex,1.0,0.9400000000000001,1.1116174329480544,0.6157082378631066
17,1,blue,ridge,full_1fcs,1.0,2.22,1.1116174329480544,0.6157082378631066
17,1,blue,ridge,full_mfcs,1.0,2.22,1.1116174329480544,0.6157082378631066
17,2,blue,ridge,full_ex,1.0,1.1,0.8855745779221131,1.3752475227965113
17,2,blue,ridge,full_1fcs,1.0,2.22,0.8855745779221131,1.3752475227965113
17,2,blue,ridge,full_mfcs,1.0,2.22,0.8855745779221131,1.3752475227965113
17,3,blue,ridge,full_ex,1.0,1.04,1.0295587454027018,1.224015568580407
17,3,blue,ridge,full_1fcs,1.0,2.22,1.0295587454027018,1.224015568580407
17,3,blue,ridge,full_mfcs,1.0,2.22,1.0295587454027018,1.224015568580407
17,4,blue,ridge,full_ex,1.0,0.92,1.1218347264374824,1.4249911007455331
17,4,blue,ridge,full_1fcs,1.0,2.22,1.1218347264374824,1.4249911007455331
17,4,blue,ridge,full_mfcs,1.0,2.22,1.1218347264374824,1.4249911007455331
17,5,blue,ridge,full_ex,1.0,1.06,1.2572614133526112,1.3951962822391242
17,5,blue,ridge,full_1fcs,1.0,1.72,1.2572614133526112,1.3951962822391242
17,5,blue,ridge,full_mfcs,1.0,1.72,1.2572614133526112,1.3951962822391242
18,1,blue,ridge,full_ex,1.0,1.3,1.391364125033628,1.5084366093455217
18,1,blue,ridge,full_1fcs,1.0,2.22,1.391364125033628,1.5084366093455217
18,1,blue,ridge,full_mfcs,1.0,2.22,1.391364125033628,1.5084366093455217
18,2,blue,ridge,full_ex,1.0,0.98,0.39311629930579794,0.28394207255828
18,2,blue,ridge,full_1fcs,1.0,0.38,0.39311629930579794,0.28394207255828
18,2,blue,ridge,full_mfcs,1.0,1.08,0.39311629930579794,0.28394207255828
18,3,blue,ridge,full_ex,0.0,1.0,0.9458181586478107,0.21911108669739235
18,3,blue,ridge,full_1fcs,0.0,1.1,0.9458181586478107,0.21911108669739235
18,3,blue,ridge,full_mfcs,1.0,1.26,0.9458181586478107,0.21911108669739235
18,4,blue,ridge,full_ex,1.0,1.26,0.7492170413510058,0.9599225620981298
18,4,blue,ridge,full_1fcs,1.0,1.46,0.7492170413510058,0.9599225620981298
18,4,blue,ridge,full_mfcs,1.0,1.48,0.7492170413510058,0.9599225620981298
18,5,blue,ridge,full_ex,0.0,1.2,0.9255546934620738,0.24874118059814815
18,5,blue,ridge,full_1fcs,1.0,2.0,0.9255546934620738,0.24874118059814815
18,5,blue,ridge,full_mfcs,1.0,2.14,0.9255546934620738,0.24874118059814815
19,1,blue,ridge,full_ex,1.0,1.04,1.2515664786361724,1.44669568108999
19,1,blue,ridge,full_1fcs,1.0,2.22,1.2515664786361724,1.44669568108999
19,1,blue,ridge,full_mfcs,1.0,2.22,1.2515664786361724,1.44669568108999
19,2,blue,ridge,full_ex,1.0,0.98,1.446661104228144,1.4492990703451896
19,2,blue,ridge,full_1fcs,1.0,1.92,1.446661104228144,1.4492990703451896
19,2,blue,ridge,full_mfcs,1.0,1.94,1.446661104228144,1.4492990703451896
19,3,blue,ridge,full_ex,1.0,1.0,1.4479799704168397,1.4455848961782574
19,3,blue,ridge,full_1fcs,1.0,2.02,1.4479799704168397,1.4455848961782574
19,3,blue,ridge,full_mfcs,1.0,1.7,1.4479799704168397,1.4455848961782574
19,4,blue,ridge,full_ex,1.0,1.02,1.4471816595003184,1.4503055904931632
19,4,blue,ridge,full_1fcs,1.0,2.04,1.4471816595003184,1.4503055904931632
19,4,blue,ridge,full_mfcs,1.0,1.74,1.4471816595003184,1.4503055904931632
19,5,blue,ridge,full_ex,1.0,1.04,1.4479626076459822,1.4445762307359158
19,5,blue,ridge,full_1fcs,1.0,2.02,1.4479626076459822,1.4445762307359158
19,5,blue,ridge,full_mfcs,1.0,1.74,1.4479626076459822,1.4445762307359158
20,1,blue,ridge,full_ex,1.0,1.3,0.9103641154686382,0.827989131084512
20,1,blue,ridge,full_1fcs,1.0,2.22,0.9103641154686382,0.827989131084512
20,1,blue,ridge,full_mfcs,1.0,2.22,0.9103641154686382,0.827989131084512
20,2,blue,ridge,full_ex,1.0,1.04,1.376099211856527,1.3027085601116666
20,2,blue,ridge,full_1fcs,1.0,2.22,1.376099211856527,1.3027085601116666
20,2,blue,ridge,full_mfcs,1.0,2.22,1.376099211856527,1.3027085601116666
20,3,blue,ridge,full_ex,1.0,0.88,1.1109339304264472,1.4456212251643392
20,3,blue,ridge,full_1fcs,1.0,1.52,1.1109339304264472,1.4456212251643392
20,3,blue,ridge,full_mfcs,1.0,2.22,1.1109339304264472,1.4456212251643392
20,4,blue,ridge,full_ex,1.0,0.9,1.4455615022643067,1.4461968759124169
20,4,blue,ridge,full_1fcs,1.0,1.96,1.4455615022643067,1.4461968759124169
20,4,blue,ridge,full_mfcs,1.0,2.22,1.4455615022643067,1.4461968759124169
20,5,blue,ridge,full_ex,1.0,0.84,1.4458791607419967,1.4653951707254804
20,5,blue,ridge,full_1fcs,1.0,2.02,1.4458791607419967,1.4653951707254804
20,5,blue,ridge,full_mfcs,1.0,1.78,1.4458791607419967,1.4653951707254804
21,1,blue,ridge,full_ex,1.0,0.46,0.23335455018815537,0.3000472268317254
21,1,blue,ridge,full_1fcs,1.0,1.56,0.23335455018815537,0.3000472268317254
21,1,blue,ridge,full_mfcs,1.0,1.56,0.23335455018815537,0.3000472268317254
21,2,blue,ridge,full_ex,1.0,0.48,0.34729790419159334,0.2500297175423366
21,2,blue,ridge,full_1fcs,1.0,1.78,0.34729790419159334,0.2500297175423366
