seed,step,dataset,muh_fun,method,coverage,width,muh_test,y_test
0,1,red,ridge,full_ex,1.0,0.66,0.2663709169366617,0.0956831161709466
0,1,red,ridge,full_1fcs,1.0,0.98,0.2663709169366617,0.0956831161709466
0,1,red,ridge,full_mfcs,1.0,0.98,0.2663709169366617,0.0956831161709466
0,2,red,ridge,full_ex,1.0,0.78,0.7455644319989188,0.786640397751629
0,2,red,ridge,full_1fcs,1.0,2.22,0.7455644319989188,0.786640397751629
0,2,red,ridge,full_mfcs,1.0,2.22,0.7455644319989188,0.786640397751629
0,3,red,ridge,full_ex,1.0,0.8200000000000001,0.7449242130526275,0.8103315134368445
0,3,red,ridge,full_1fcs,1.0,2.22,0.7449242130526275,0.8103315134368445
0,3,red,ridge,full_mfcs,1.0,2.22,0.7449242130526275,0.8103315134368445
0,4,red,ridge,full_ex,1.0,0.78,0.8081813706591556,0.9095950488871845
0,4,red,ridge,full_1fcs,1.0,1.8800000000000001,0.8081813706591556,0.9095950488871845
0,4,red,ridge,full_mfcs,1.0,1.76,0.8081813706591556,0.9095950488871845
0,5,red,ridge,full_ex,1.0,0.84,1.0612070273604834,0.8278902515210026
0,5,red,ridge,full_1fcs,1.0,2.22,1.0612070273604834,0.8278902515210026
0,5,red,ridge,full_mfcs,1.0,2.22,1.0612070273604834,0.8278902515210026
1,1,red,ridge,full_ex,0.0,0.48,0.7219665848291982,0.9316456251504419
1,1,red,ridge,full_1fcs,1.0,2.22,0.7219665848291982,0.9316456251504419
1,1,red,ridge,full_mfcs,1.0,2.22,0.7219665848291982,0.9316456251504419
1,2,red,ridge,full_ex,1.0,0.44,0.2675109738024716,0.06827028669555042
1,2,red,ridge,full_1fcs,1.0,1.04,0.2675109738024716,0.06827028669555042
1,2,red,ridge,full_mfcs,1.0,1.46,0.2675109738024716,0.06827028669555042
1,3,red,ridge,full_ex,0.0,0.44,0.443416492674046,0.06800583151189973
1,3,red,ridge,full_1fcs,0.0,1.08,0.443416492674046,0.06800583151189973
1,3,red,ridge,full_mfcs,1.0,1.82,0.443416492674046,0.06800583151189973
1,4,red,ridge,full_ex,1.0,0.32,0.07281897496171147,0.15782077695169386
1,4,red,ridge,full_1fcs,1.0,0.74,0.07281897496171147,0.15782077695169386
1,4,red,ridge,full_mfcs,1.0,1.28,0.07281897496171147,0.15782077695169386
1,5,red,ridge,full_ex,0.0,0.52,0.2628895217143915,1.0100959659825437
1,5,red,ridge,full_1fcs,0.0,0.76,0.2628895217143915,1.0100959659825437
1,5,red,ridge,full_mfcs,0.0,1.3800000000000001,0.2628895217143915,1.0100959659825437
2,1,red,ridge,full_ex,1.0,1.76,0.8912606365031435,0.33046000017729527
2,1,red,ridge,full_1fcs,1.0,2.22,0.8912606365031435,0.33046000017729527
2,1,red,ridge,full_mfcs,1.0,2.22,0.8912606365031435,0.33046000017729527
2,2,red,ridge,full_ex,1.0,1.72,1.105752584631361,0.88396834723824
2,2,red,ridge,full_1fcs,1.0,2.22,1.105752584631361,0.88396834723824
2,2,red,ridge,full_mfcs,1.0,2.22,1.105752584631361,0.88396834723824
2,3,red,ridge,full_ex,1.0,1.22,0.44623747513350803,0.8993175921773292
2,3,red,ridge,full_1fcs,1.0,1.26,0.44623747513350803,0.8993175921773292
2,3,red,ridge,full_mfcs,1.0,1.46,0.44623747513350803,0.8993175921773292
2,4,red,ridge,full_ex,1.0,1.6,1.0822519565726925,0.959850089553816
2,4,red,ridge,full_1fcs,1.0,1.48,1.0822519565726925,0.959850089553816
2,4,red,ridge,full_mfcs,1.0,1.58,1.0822519565726925,0.959850089553816
2,5,red,ridge,full_ex,1.0,1.24,0.5061137967892156,1.0996724439495582
2,5,red,ridge,full_1fcs,1.0,1.3,0.5061137967892156,1.0996724439495582
2,5,red,ridge,full_mfcs,1.0,1.62,0.5061137967892156,1.0996724439495582
3,1,red,ridge,full_ex,1.0,0.86,1.1864408402129578,0.8941665927175544
3,1,red,ridge,full_1fcs,1.0,2.22,1.1864408402129578,0.8941665927175544
3,1,red,ridge,full_mfcs,1.0,2.22,1.1864408402129578,0.8941665927175544
3,2,red,ridge,full_ex,1.0,0.9400000000000001,1.1769184541982227,1.1895034707049352
3,2,red,ridge,full_1fcs,1.0,1.6,1.1769184541982227,1.1895034707049352
3,2,red,ridge,full_mfcs,1.0,1.52,1.1769184541982227,1.1895034707049352
3,3,red,ridge,full_ex,1.0,0.8200000000000001,1.1832103471154058,1.1721152082265076
3,3,red,ridge,full_1fcs,1.0,1.68,1.1832103471154058,1.1721152082265076
3,3,red,ridge,full_mfcs,1.0,1.52,1.1832103471154058,1.1721152082265076
3,4,red,ridge,full_ex,1.0,0.8200000000000001,1.1795122086014425,1.172406785372521
3,4,red,ridge,full_1fcs,1.0,1.68,1.1795122086014425,1.172406785372521
3,4,red,ridge,full_mfcs,1.0,1.5,1.1795122086014425,1.172406785372521
3,5,red,ridge,full_ex,1.0,0.8200000000000001,1.1777359396497,1.1869449298620742
3,5,red,ridge,full_1fcs,1.0,1.62,1.1777359396497,1.1869449298620742
3,5,red,ridge,full_mfcs,1.0,1.5,1.1777359396497,1.1869449298620742
4,1,red,ridge,full_ex,0.0,0.8,0.5875530020961224,1.0130791857127786
4,1,red,ridge,full_1fcs,1.0,2.22,0.5875530020961224,1.0130791857127786
4,1,red,ridge,full_mfcs,1.0,2.22,0.5875530020961224,1.0130791857127786
4,2,red,ridge,full_ex,1.0,0.8200000000000001,0.8144361062095049,0.9476767616467677
4,2,red,ridge,full_1fcs,1.0,2.22,0.8144361062095049,0.9476767616467677
4,2,red,ridge,full_mfcs,1.0,2.22,0.8144361062095049,0.9476767616467677
4,3,red,ridge,full_ex,1.0,0.78,0.7347512499733347,0.8686784617990214
4,3,red,ridge,full_1fcs,1.0,2.22,0.7347512499733347,0.8686784617990214
4,3,red,ridge,full_mfcs,1.0,2.22,0.7347512499733347,0.8686784617990214
4,4,red,ridge,full_ex,1.0,0.72,0.9709434678211497,0.822604021517167
4,4,red,ridge,full_1fcs,1.0,2.22,0.9709434678211497,0.822604021517167
4,4,red,ridge,full_mfcs,1.0,1.8800000000000001,0.9709434678211497,0.822604021517167
4,5,red,ridge,full_ex,1.0,0.78,0.8386095545765724,0.5572023409076786
4,5,red,ridge,full_1fcs,1.0,2.22,0.8386095545765724,0.5572023409076786
4,5,red,ridge,full_mfcs,1.0,2.22,0.8386095545765724,0.5572023409076786
5,1,red,ridge,full_ex,1.0,1.1,0.998602407406133,0.5095677173760349
5,1,red,ridge,full_1fcs,1.0,2.22,0.998602407406133,0.5095677173760349
5,1,red,ridge,full_mfcs,1.0,2.22,0.998602407406133,0.5095677173760349
5,2,red,ridge,full_ex,1.0,1.1400000000000001,0.5233679107367049,0.9628936430806967
5,2,red,ridge,full_1fcs,1.0,1.04,0.5233679107367049,0.9628936430806967
5,2,red,ridge,full_mfcs,1.0,1.36,0.5233679107367049,0.9628936430806967
5,3,red,ridge,full_ex,1.0,1.08,1.0664907682696378,0.8702041810046841
5,3,red,ridge,full_1fcs,1.0,2.22,1.0664907682696378,0.8702041810046841
5,3,red,ridge,full_mfcs,1.0,2.22,1.0664907682696378,0.8702041810046841
5,4,red,ridge,full_ex,1.0,1.28,0.9440344802226357,1.0604421201888061
5,4,red,ridge,full_1fcs,1.0,1.84,0.9440344802226357,1.0604421201888061
5,4,red,ridge,full_mfcs,1.0,1.9000000000000001,0.9440344802226357,1.0604421201888061
